"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-04-18",33,18537,"A",23342,17247,2708,6606,7541,22126,0,17,5084,1507,991,-822,-451,0,-1021,-955,997,-526,-513
"2026-04-18",34,19892,"A",24670,18534,2702,6606,6386,22126,0,12,5005,1507,991,-827,-425,0,-1018,-892,996,-590,-514
"2026-04-18",35,21582,"A",25390,20144,2645,6606,5405,22126,0,10,4956,1507,991,-313,-302,0,-570,-506,997,-1113,-494
"2026-04-18",36,23083,"A",26788,21523,2587,6606,4005,22126,0,11,4585,1507,991,-289,-321,0,-551,-429,997,-1147,-457
"2026-04-18",37,24749,"A",28362,22991,2442,6606,2858,22126,0,14,4427,1507,992,-689,-441,0,-383,-52,997,-1095,-439
"2026-04-18",38,25983,"A",29527,24155,2297,6606,1874,22126,0,8,4198,1507,992,-708,-451,0,-376,26,997,-1081,-420
"2026-04-18",39,26776,"A",29989,24886,2136,6606,894,22126,0,8,3821,1507,992,-929,-452,0,-114,399,997,-710,-500
"2026-04-18",40,27345,"A",30407,25467,1974,6606,178,22126,0,10,3617,1507,992,-826,-451,0,-102,475,997,-668,-505
"2026-04-18",41,28021,"A",29534,25989,1933,6606,1,22126,0,10,3072,1507,992,186,-451,0,298,849,997,-46,-506
"2026-04-18",42,28014,"A",29483,25897,1892,6606,0,22126,0,11,3002,1507,992,203,-452,0,315,895,997,2,-506
"2026-04-18",43,27348,"A",28817,25158,1884,6606,0,22126,0,12,2546,1507,992,379,-451,0,580,891,997,205,-506
"2026-04-18",44,26474,"A",27947,24281,1876,6606,0,22126,0,15,2538,1506,992,386,-452,0,591,862,998,219,-506
"2026-04-18",45,25466,"A",26934,23390,1820,6606,0,22126,0,10,2437,1506,992,388,-452,0,590,490,998,122,-506
"2026-04-18",46,24370,"A",25834,22279,1763,6606,0,22126,0,7,2544,1506,992,375,-451,0,588,414,998,105,-506
"2026-04-18",47,22752,"A",24604,20795,1707,6606,0,22126,0,7,2727,1507,992,-133,-452,0,212,42,998,-254,-506
"2026-04-18",48,22295,"A",24185,20411,1650,6606,0,22126,0,7,2648,1507,992,-144,-452,0,197,-5,998,-276,-506
"2026-04-19",1,21634,"A",23485,19736,1596,6606,0,22126,0,7,2395,1507,992,-229,-451,0,199,-6,997,-152,-506
"2026-04-19",2,21457,"A",23277,19584,1542,6606,0,22126,0,7,2382,1507,992,-232,-428,0,199,-5,998,-142,-506
"2026-04-19",3,21287,"A",23016,19427,1525,6606,0,22126,0,9,2084,1507,992,-230,-379,0,288,-5,998,-100,-506
"2026-04-19",4,21467,"A",23195,19572,1508,6606,0,22126,0,12,2228,1507,992,-230,-381,0,291,-5,997,-94,-506
"2026-04-19",5,21277,"A",22791,19374,1483,6606,0,22126,0,12,2136,1507,992,-106,-381,0,489,-5,997,-4,-506
"2026-04-19",6,20737,"A",22246,18827,1458,6606,0,22126,0,12,2067,1508,992,-104,-381,0,496,-6,997,0,-506
"2026-04-19",7,20403,"A",21866,18589,1402,6606,0,22126,0,12,2018,1507,992,-2,-381,0,541,-14,998,-48,-506
"2026-04-19",8,20091,"A",21571,18324,1345,6606,0,22126,0,12,1969,1507,992,0,-381,0,543,-25,998,-56,-506
"2026-04-19",9,19788,"A",21579,18003,1292,6606,0,22126,0,12,2067,1507,992,-99,-381,0,580,-156,997,-137,-506
"2026-04-19",10,19394,"A",21184,17625,1239,6606,0,22126,0,11,2013,1508,992,-104,-381,0,581,-162,998,-126,-506
"2026-04-19",11,19376,"A",20798,17601,1233,6606,0,22126,0,13,1816,1507,992,359,-381,0,380,-22,998,458,-506
"2026-04-19",12,19363,"A",20768,17529,1226,6606,0,22126,0,13,1968,1507,992,404,-381,0,372,-5,998,515,-506
"2026-04-19",13,20222,"A",21627,18319,1180,6606,75,22126,0,13,1966,1507,992,754,-381,0,452,-5,998,1093,-506
"2026-04-19",14,20200,"A",21614,18223,1133,6606,739,22126,0,13,1807,1507,992,769,-395,0,455,20,998,1140,-506
"2026-04-19",15,20644,"A",22129,18674,1046,6606,1950,22126,0,27,1665,1507,992,1038,-452,0,277,331,998,1406,-506
"2026-04-19",16,20439,"A",22304,18396,958,6606,3378,22126,0,407,1803,1507,992,1050,-452,0,281,345,998,1425,-506
"2026-04-19",17,20343,"A",21914,18222,885,6606,4881,22126,0,113,1350,1507,992,1067,-452,0,939,35,997,1425,-506
"2026-04-19",18,19636,"A",21357,17527,812,6606,6450,22126,0,228,1180,1507,992,1069,-452,0,974,-35,998,1425,-506
"2026-04-19",19,19005,"A",21169,16871,830,6606,8030,22126,0,295,1225,1507,992,1059,-451,0,1015,-412,997,1427,-506
"2026-04-19",20,18600,"A",20648,16549,848,6606,9573,22126,0,119,1306,1507,991,1065,-451,0,1017,-472,997,1428,-506
"2026-04-19",21,17323,"A",20060,15158,825,6606,10694,22126,0,641,1060,1507,991,1066,-452,0,1016,-638,998,1429,-506
"2026-04-19",22,17433,"A",20188,15304,802,6606,11618,22126,0,664,1086,1507,991,1057,-452,0,1016,-634,997,1426,-505
"2026-04-19",23,17851,"A",20296,15652,762,6606,11916,22126,0,660,1052,1506,991,1065,-451,0,1016,-328,997,1425,-506
"2026-04-19",24,17163,"A",19559,14919,722,6606,11901,22126,0,667,944,1505,992,1066,-452,0,1016,-271,996,1425,-506
"2026-04-19",25,18103,"A",20255,15865,697,6606,12075,22126,0,661,1038,1505,992,1065,-451,0,1016,-34,996,1425,-506
"2026-04-19",26,18462,"A",20531,16239,672,6606,11640,22126,0,607,1250,1505,992,1067,-451,0,1016,-5,996,1410,-506
"2026-04-19",27,18559,"A",20311,16418,670,6606,11101,22126,0,291,1347,1506,992,935,-452,0,783,-4,997,876,-505
"2026-04-19",28,18400,"A",20179,16255,668,6606,10747,22126,0,321,1364,1506,992,925,-452,0,774,5,997,839,-506
"2026-04-19",29,18779,"A",20244,16701,639,6606,9745,22126,0,8,1298,1505,992,880,-451,0,799,119,997,839,-506
"2026-04-19",30,19065,"A",20531,16969,610,6606,9124,22126,0,9,1284,1504,992,878,-451,0,800,163,997,841,-506
"2026-04-19",31,19645,"A",21113,17461,624,6606,8869,22126,0,10,1381,1504,991,1056,-452,0,989,536,997,935,-506
"2026-04-19",32,20853,"A",22320,18771,637,6606,8096,22126,0,10,1475,1504,991,1057,-451,0,996,612,997,954,-506
"2026-04-19",33,22457,"A",23926,20231,625,6606,6821,22126,0,11,1573,1504,992,1059,-452,0,996,985,997,1394,-506
"2026-04-19",34,23908,"A",25375,21551,612,6606,5987,22126,0,10,1379,1505,992,1057,-451,0,996,1055,997,1425,-506
"2026-04-19",35,25744,"A",27212,23180,594,6606,4891,22126,0,10,1060,1505,992,1042,-452,0,986,1359,997,1418,-506
"2026-04-19",36,27240,"A",28709,24642,576,6606,3803,22126,0,11,1145,1505,992,1035,-452,0,980,1397,997,1418,-506
"2026-04-19",37,27974,"A",29440,25332,574,6606,2587,22126,0,9,1298,1505,991,1057,-451,0,465,1397,997,1418,-506
"2026-04-19",38,28202,"A",29668,25475,571,6606,1664,22126,0,8,1056,1506,992,1057,-452,0,441,1397,997,1418,-506
"2026-04-19",39,28940,"A",30406,26278,561,6606,757,22126,0,8,1287,1505,992,750,-452,0,652,1397,997,1421,-506
"2026-04-19",40,29513,"A",30975,26876,550,6606,162,22126,0,4,1404,1505,992,736,-452,0,660,1397,997,1422,-506
"2026-04-19",41,29260,"A",30725,26624,543,6606,2,22126,0,7,1162,1505,992,911,-452,0,623,1397,997,1425,-506
"2026-04-19",42,29281,"A",30744,26659,536,6606,0,22126,0,6,1166,1505,991,917,-451,0,622,1397,997,1425,-506
"2026-04-19",43,28792,"A",30252,26234,540,6606,0,22126,0,2,704,1504,991,1052,-452,0,944,1397,997,1425,-506
"2026-04-19",44,27716,"A",29180,25186,544,6606,0,22126,0,6,671,1505,992,1057,-452,0,956,1397,997,1425,-506
"2026-04-19",45,26273,"A",27740,23899,523,6606,0,22126,0,10,522,1506,992,736,-451,0,668,1397,997,1425,-506
"2026-04-19",46,25035,"A",26503,22777,502,6606,0,22126,0,11,604,1505,992,724,-451,0,653,1383,997,1422,-506
"2026-04-19",47,23676,"A",25123,21531,491,6606,0,22126,0,13,551,1507,992,1025,-428,0,151,1206,998,1282,-506
"2026-04-19",48,22950,"A",24346,20863,479,6606,0,22126,0,12,695,1506,992,1037,-378,0,128,1180,998,1271,-506
"2026-04-20",1,22966,"A",24362,20832,453,6606,0,22126,0,9,637,1506,991,877,-381,0,365,1135,998,1281,-506
"2026-04-20",2,22786,"A",24327,20601,426,6606,0,22126,0,154,426,1506,991,871,-381,0,374,1138,997,1284,-506
"2026-04-20",3,22543,"A",24105,20435,418,6606,0,22126,0,175,362,1506,991,722,-381,0,407,1248,997,1326,-506
"2026-04-20",4,22762,"A",24319,20705,410,6606,0,22126,0,170,231,1506,991,716,-381,0,408,1259,998,1330,-506
"2026-04-20",5,22682,"A",24242,20647,414,6606,0,22126,0,173,175,1505,991,804,-381,0,415,1224,998,1350,-506
"2026-04-20",6,22268,"A",23826,20237,417,6606,0,22126,0,171,167,1506,991,807,-381,0,415,1192,998,1343,-506
"2026-04-20",7,21729,"A",23141,19730,425,6606,0,22126,0,25,455,1506,991,694,-381,0,388,818,998,1015,-506
"2026-04-20",8,21394,"A",22798,19458,432,6606,0,22126,0,17,550,1506,991,685,-381,0,388,743,998,977,-506
"2026-04-20",9,21200,"A",22602,19285,438,6606,0,22126,0,15,821,1506,991,172,-381,0,653,371,998,441,-506
"2026-04-20",10,21153,"A",22562,19276,443,6606,0,22126,0,22,816,1505,991,145,-381,0,652,336,997,397,-506
"2026-04-20",11,21670,"A",23432,19742,435,6606,0,22126,0,46,962,1508,991,-315,-376,0,-19,480,998,203,-506
"2026-04-20",12,22458,"A",24308,20442,426,6606,0,22126,0,15,986,1508,991,-350,-419,0,-60,527,998,192,-506
"2026-04-20",13,24476,"A",26871,22298,429,6606,74,22126,0,13,965,989,991,-360,-452,0,-564,901,998,306,-506
"2026-04-20",14,25841,"A",28239,23499,431,6606,646,22126,0,8,1128,498,991,-350,-452,0,-582,976,999,335,-506
"2026-04-20",15,27538,"A",29057,24984,410,6606,1650,22126,0,7,818,37,991,324,-452,0,-54,1350,1000,1100,-506
"2026-04-20",16,27980,"A",29459,25282,388,6606,2869,22126,0,10,587,-1,991,375,-451,0,-11,1397,1000,1159,-506
"2026-04-20",17,28141,"A",29611,25255,366,6606,4163,22126,0,11,-149,-1,991,1025,-452,0,785,1397,999,1407,-506
"2026-04-20",18,27246,"A",28717,24296,344,6606,5782,22126,0,12,-414,-1,991,1057,-452,0,832,1397,999,1425,-506
"2026-04-20",19,26485,"A",27953,23497,343,6606,7331,22126,0,9,-485,-1,991,1059,-452,0,1010,1397,999,1425,-506
"2026-04-20",20,25230,"A",26697,22269,342,6606,8901,22126,0,8,-803,-1,991,1061,-452,0,1016,1397,1000,1425,-506
"2026-04-20",21,24126,"A",25592,21224,340,6606,9940,22126,0,8,-817,-1,991,1057,-451,0,1016,1397,999,1425,-506
"2026-04-20",22,23199,"A",24666,20319,337,6606,10829,22126,0,8,-874,-1,991,1058,-452,0,1016,1397,1000,1425,-506
"2026-04-20",23,22949,"A",24416,20032,345,6606,11516,22126,0,8,-985,-1,991,1061,-452,0,1016,1397,1000,1425,-506
"2026-04-20",24,23034,"A",24500,20138,352,6606,11363,22126,0,8,-1104,-1,991,1058,-451,0,1016,1397,1000,1425,-506
"2026-04-20",25,23178,"A",24644,20350,377,6606,10906,22126,0,8,-852,0,991,636,-452,0,1016,1397,1000,1425,-506
"2026-04-20",26,23444,"A",24910,20655,402,6606,9977,22126,0,8,-763,3,991,619,-452,0,1016,1397,1000,1425,-506
"2026-04-20",27,23774,"A",25241,21004,436,6606,9840,22126,0,10,-826,450,991,1041,-451,0,1016,1397,999,1424,-506
"2026-04-20",28,23840,"A",25308,21079,470,6606,9435,22126,0,10,-787,491,991,1061,-452,0,1016,1397,999,1425,-506
"2026-04-20",29,23891,"A",25358,21180,520,6606,8905,22126,0,10,-775,491,991,958,-451,0,997,1397,999,1424,-506
"2026-04-20",30,24225,"A",25692,21505,569,6606,8079,22126,0,10,-735,491,991,955,-451,0,996,1368,1000,1424,-506
"2026-04-20",31,24090,"A",25558,21436,626,6606,7263,22126,0,10,-594,491,991,1053,-452,0,996,994,1000,1425,-506
"2026-04-20",32,24894,"A",26361,22206,683,6606,6719,22126,0,9,-197,491,991,1057,-452,0,996,963,1000,1424,-506
"2026-04-20",33,25990,"A",27456,23298,726,6606,6249,22126,0,8,54,491,992,1042,-452,0,892,1167,1000,1424,-506
"2026-04-20",34,26965,"A",28431,24184,769,6606,5480,22126,0,8,235,491,991,1038,-452,0,884,1206,999,1424,-506
"2026-04-20",35,28166,"A",29633,25327,826,6606,4717,22126,0,9,523,492,991,613,-452,0,430,1376,999,1401,-506
"2026-04-20",36,29343,"A",30811,26439,883,6606,3688,22126,0,11,701,491,991,592,-451,0,410,1397,999,1388,-506
"2026-04-20",37,29662,"A",31129,26845,944,6606,2705,22126,0,9,1312,491,991,178,-452,0,173,1397,999,1049,-506
"2026-04-20",38,30851,"A",32314,27987,1005,6606,1796,22126,0,5,1500,491,991,160,-452,0,165,1397,999,1025,-506
"2026-04-20",39,31183,"A",32644,28321,1034,6606,830,22126,0,4,1136,492,991,469,-451,0,426,1397,999,1022,-506
"2026-04-20",40,31339,"A",32800,28522,1063,6606,184,22126,0,4,1063,491,992,484,-451,0,437,1386,1000,1019,-506
"2026-04-20",41,31107,"A",32569,28430,1057,6606,3,22126,0,5,1176,491,991,834,-451,0,749,1244,999,1085,-506
"2026-04-20",42,30933,"A",32394,28295,1051,6606,0,22126,0,3,1332,491,992,849,-452,0,761,1197,999,1091,-506
"2026-04-20",43,30023,"A",31486,27426,1098,6606,0,22126,0,6,1362,491,992,1018,-451,0,819,824,999,1069,-506
"2026-04-20",44,28914,"A",30379,26359,1144,6606,0,22126,0,7,1348,491,992,1024,-452,0,821,748,999,1060,-506
"2026-04-20",45,27290,"A",28754,24799,1207,6606,0,22126,0,7,1365,491,991,983,-451,0,687,375,999,805,-506
"2026-04-20",46,25461,"A",26925,23104,1270,6606,0,22126,0,7,1858,491,991,982,-451,0,683,336,999,778,-506
"2026-04-20",47,24473,"A",25936,22264,1284,6606,0,22126,0,6,2207,491,991,815,-451,0,985,434,998,445,-506
"2026-04-20",48,23761,"A",25195,21627,1298,6606,0,22126,0,6,2348,491,992,810,-422,0,997,417,999,409,-506
"2026-04-21",1,23037,"A",24400,20915,1306,6606,0,22126,0,6,2557,491,992,673,-351,0,950,43,998,61,-506
"2026-04-21",2,23232,"A",24610,21112,1313,6606,0,22126,0,4,2547,491,992,668,-348,0,948,-20,999,35,-506
"2026-04-21",3,23071,"A",24603,21017,1367,6606,0,22126,0,4,2531,491,992,786,-312,0,755,-210,998,0,-506
"2026-04-21",4,23336,"A",24910,21383,1421,6606,0,22126,0,4,2348,491,992,788,-312,0,748,-251,999,-1,-506
"2026-04-21",5,22453,"A",24355,20472,1445,6606,0,22126,0,4,2283,491,992,383,-312,0,841,-462,999,-118,-506
"2026-04-21",6,22064,"A",24069,20254,1468,6606,0,22126,0,31,2566,491,992,365,-312,0,845,-518,1000,-138,-506
"2026-04-21",7,21638,"A",24598,19990,1474,6606,0,22126,0,227,2632,491,992,215,-312,0,900,-904,999,-511,-506
"2026-04-21",8,21099,"A",24375,19544,1479,6606,0,22126,0,522,2644,491,992,207,-289,0,902,-928,999,-556,-481
"2026-04-21",9,20710,"A",24152,19142,1458,6606,0,22126,0,265,2509,491,992,-101,-173,0,795,-615,998,-1275,-513
"2026-04-21",10,20378,"A",24091,18810,1437,6606,0,22126,0,691,2481,491,992,-109,-78,0,760,-545,998,-1323,-467
"2026-04-21",11,20560,"A",24383,18998,1461,6606,0,22126,0,645,2472,492,992,-689,0,0,-205,-166,998,-1296,-322
"2026-04-21",12,21323,"A",25013,19631,1485,6606,0,22126,0,431,2602,491,991,-755,0,0,-274,-90,998,-1283,-357
"2026-04-21",13,23556,"A",26763,21655,1513,6606,58,22126,0,56,2464,492,991,-478,-25,0,-672,287,998,-985,-491
"2026-04-21",14,24959,"A",28149,23053,1541,6606,508,22126,0,10,2685,487,991,-448,-163,0,-684,362,998,-888,-497
"2026-04-21",15,27302,"A",28829,25185,1615,6606,1179,22126,0,13,2262,35,991,349,-315,0,-186,735,999,455,-513
"2026-04-21",16,27991,"A",29553,25728,1688,6606,2054,22126,0,16,1989,-2,991,399,-399,0,-131,752,999,593,-514
"2026-04-21",17,27982,"A",29512,25505,1765,6606,3140,22126,0,62,1298,-3,991,998,-451,0,852,380,999,693,-514
"2026-04-21",18,27012,"A",28493,24635,1842,6606,4288,22126,0,14,1228,-3,991,1029,-451,0,922,318,1000,700,-513
"2026-04-21",19,26140,"A",27670,23737,2089,6606,5436,22126,0,61,1397,-3,991,1067,-452,0,1013,129,1000,700,-514
"2026-04-21",20,25181,"A",26866,22577,2336,6606,6622,22126,0,222,1423,-3,991,1066,-446,0,1016,82,1000,700,-514
"2026-04-21",21,24191,"A",26467,21620,2467,6606,7893,22126,0,691,1917,-3,991,1061,-352,0,1016,-217,1000,700,-513
"2026-04-21",22,23388,"A",26006,20883,2597,6606,9211,22126,0,1052,1897,-3,991,1062,-292,0,1016,-284,1000,700,-487
"2026-04-21",23,22027,"A",25180,19531,2745,6606,10500,22126,0,1193,1520,437,991,1062,-423,0,1016,-665,999,700,-372
"2026-04-21",24,21124,"A",24266,18731,2892,6606,11307,22126,0,1268,1586,491,992,1063,-427,0,1016,-727,999,700,-220
"2026-04-21",25,20980,"A",24089,18604,2972,6606,11936,22126,0,1306,1590,491,991,1062,-293,0,1016,-904,1000,700,-106
"2026-04-21",26,20406,"A",23505,17999,3051,6606,12210,22126,0,1325,1454,491,991,1061,-236,0,1016,-938,1000,700,-100
"2026-04-21",27,19596,"A",22678,17214,3087,6606,12158,22126,0,1317,904,491,991,1062,-92,0,1016,-1073,1000,700,-100
"2026-04-21",28,19468,"A",22529,17110,3122,6606,12040,22126,0,1314,696,491,991,1061,-47,0,1016,-1100,999,700,-100
"2026-04-21",29,19204,"A",22332,16956,3108,6606,11682,22126,0,1303,355,491,991,1061,-1,0,997,-1224,1000,700,-100
"2026-04-21",30,18777,"A",21928,16440,3093,6606,11259,22126,0,1312,347,491,991,1061,0,0,991,-1239,1000,665,-100
"2026-04-21",31,18309,"A",21705,16127,3110,6606,10588,22126,0,1293,726,491,991,1052,-6,0,449,-1239,1000,-320,-38
"2026-04-21",32,19052,"A",22531,17111,3127,6606,9652,22126,0,1279,1024,491,990,1042,-60,0,423,-1219,999,-421,8
"2026-04-21",33,20193,"A",23717,18335,3121,6606,8652,22126,0,901,2876,491,991,379,68,0,136,-955,999,-1168,25
"2026-04-21",34,21741,"A",24910,19574,3114,6606,7561,22126,0,558,3037,491,991,337,72,0,125,-892,998,-1219,150
"2026-04-21",35,23499,"A",25755,21144,3070,6606,6332,22126,0,7,3321,491,991,427,0,0,385,-506,999,-1243,87
"2026-04-21",36,24728,"A",26941,22274,3026,6606,5031,22126,0,15,3319,491,991,431,0,0,395,-428,998,-1252,-18
"2026-04-21",37,26522,"A",28628,24141,2892,6606,3689,22126,0,5,3291,491,991,256,-55,0,526,-52,998,-1435,-59
"2026-04-21",38,27679,"A",29826,25306,2758,6606,2405,22126,0,5,3708,491,992,246,-11,0,531,26,998,-1448,-183
"2026-04-21",39,28677,"A",31019,26330,2633,6606,1250,22126,0,4,3703,491,991,-96,0,0,670,399,998,-1448,-294
"2026-04-21",40,29736,"A",32246,27391,2507,6606,329,22126,0,4,3677,486,992,-104,-28,0,675,449,999,-1432,-442
"2026-04-21",41,30047,"A",32093,27540,2527,6606,11,22126,0,4,3350,35,992,528,-163,0,761,489,998,-865,-514
"2026-04-21",42,30365,"A",32331,27812,2547,6606,0,22126,0,5,3283,29,992,617,-130,0,764,472,999,-817,-514
"2026-04-21",43,29543,"A",31166,26925,2565,6606,0,22126,0,9,2921,952,992,476,-159,0,869,191,999,-483,-472
"2026-04-21",44,27886,"A",29404,25410,2582,6606,0,22126,0,7,2320,1003,992,471,-223,0,873,126,998,-463,-325
"2026-04-21",45,27172,"A",28773,24868,2588,6606,0,22126,0,7,0,1003,992,347,-81,0,796,-251,998,-580,-182
"2026-04-21",46,25458,"A",26889,23236,2594,6606,0,22126,0,12,0,1003,992,333,10,0,793,-279,998,-603,-37
"2026-04-21",47,24231,"A",26038,22030,2553,6606,0,22126,0,11,0,1003,992,-137,2,0,990,-35,998,-1124,62
"2026-04-21",48,23074,"A",24905,20890,2512,6606,0,22126,0,12,0,1002,992,-153,47,0,997,-5,997,-1161,100
"2026-04-22",1,22692,"A",25066,20510,2469,6606,0,22126,0,11,0,988,992,-657,42,0,959,-5,998,-1201,100
"2026-04-22",2,22290,"A",24691,20200,2425,6606,0,22126,0,9,0,987,992,-682,92,0,958,-5,998,-1205,100
"2026-04-22",3,22248,"A",24481,20144,2408,6606,0,22126,0,9,0,988,991,-554,116,0,922,-5,998,-1165,100
"2026-04-22",4,22183,"A",24413,20122,2390,6606,0,22126,0,9,0,987,992,-549,150,0,921,-5,998,-1167,100
"2026-04-22",5,22060,"A",24345,20023,2356,6606,0,22126,0,9,0,964,992,-386,100,0,822,-5,998,-1385,100
"2026-04-22",6,21516,"A",23812,19434,2321,6606,0,22126,0,9,0,963,992,-381,121,0,819,-5,998,-1401,100
"2026-04-22",7,21228,"A",23840,19194,2268,6606,0,22126,0,9,0,962,992,-658,108,0,732,-5,998,-1440,100
"2026-04-22",8,21009,"A",23632,18929,2214,6606,0,22126,0,9,0,963,992,-670,116,0,728,0,998,-1444,100
"2026-04-22",9,20567,"A",23366,18571,2171,6606,0,22126,0,9,0,963,992,-844,150,0,394,44,998,-1446,100
"2026-04-22",10,20459,"A",23266,18474,2127,6606,0,22126,0,9,0,963,992,-851,150,0,372,79,997,-1447,100
"2026-04-22",11,20646,"A",23914,18638,2136,6606,0,22126,0,7,0,1001,991,-1054,150,0,-260,451,998,-1447,100
"2026-04-22",12,21500,"A",24801,19381,2145,6606,0,22126,0,1,0,1004,991,-1061,139,0,-298,527,998,-1441,100
"2026-04-22",13,23459,"A",26713,21285,2147,6606,126,22126,0,1,0,1005,992,-719,116,0,-843,901,998,-1191,100
"2026-04-22",14,24895,"A",27881,22596,2148,6606,752,22126,0,3,0,1005,992,-650,11,0,-848,976,998,-985,73
"2026-04-22",15,27180,"A",27763,24653,2144,6606,1673,22126,0,3,0,1004,992,168,-57,0,6,1350,998,825,-23
"2026-04-22",16,27227,"A",27997,24541,2140,6606,2796,22126,0,3,0,1004,992,199,-119,0,70,1397,998,1101,-148
"2026-04-22",17,26751,"A",27597,23960,2180,6606,4063,22126,0,2,0,1003,992,978,-83,0,710,1397,998,1392,-261
"2026-04-22",18,0,"F",500,0,2219,6606,5966,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",19,0,"F",500,0,2282,6606,7315,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",20,0,"F",500,0,2345,6606,8665,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",21,0,"F",500,0,2407,6606,10008,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",22,0,"F",500,0,2468,6606,11198,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",23,0,"F",500,0,2519,6606,12098,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",24,0,"F",500,0,2570,6606,12745,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",25,0,"F",500,0,2591,6606,13193,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",26,0,"F",500,0,2611,6606,13377,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",27,0,"F",500,0,2620,6606,13255,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",28,0,"F",500,0,2629,6606,12990,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",29,0,"F",500,0,2633,6606,12712,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",30,0,"F",500,0,2636,6606,12195,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",31,0,"F",500,0,2630,6606,11220,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",32,0,"F",500,0,2624,6606,9949,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",33,0,"F",500,0,2604,6606,8591,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",34,0,"F",500,0,2583,6606,7159,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",35,0,"F",500,0,2536,6606,5657,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",36,0,"F",500,0,2488,6606,4226,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",37,0,"F",500,0,2395,6606,2995,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",38,0,"F",500,0,2301,6606,1911,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",39,0,"F",500,0,2241,6606,930,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",40,0,"F",500,0,2181,6606,240,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",41,0,"F",500,0,2203,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",42,0,"F",500,0,2224,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",43,0,"F",500,0,2233,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",44,0,"F",500,0,2242,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",45,0,"F",500,0,2196,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",46,0,"F",500,0,2149,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",47,0,"F",500,0,2081,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-22",48,0,"F",500,0,2012,6606,0,22126,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",1,0,"F",500,0,1942,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",2,0,"F",500,0,1872,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",3,0,"F",500,0,1804,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",4,0,"F",500,0,1735,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",5,0,"F",500,0,1671,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",6,0,"F",500,0,1606,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",7,0,"F",500,0,1552,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
"2026-04-23",8,0,"F",500,0,1498,6606,0,22133,0,0,0,0,0,0,0,0,0,0,0,0,0
